Accessories,Apparel,Childrenswear,Couture,Fashion,Footwear,Jewelry,Pet Fashion,Ready-to-wear
"17,012","26,319","14,437","5,372","18,879","54,297","8,246","9,402","19,755"
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
